Date,RF,PNR,HSY,DFS,GE,OXY,PTC,CTVA,CRL,NDAQ,INCY,MLM,CB,GWW,DOW,UNH,REGN,PLD,F,AMZN,TMO,SEE,TYL,NOW,ED,ESS,VTR,SPG,AEP,CTAS,CAG,DRI,IFF,DGX,VTRS,MCK,LH,AMAT,UPS,SWKS,MCD,TECH,HRL,HBAN,TFC,LHX,CPRT,WFC,JCI,ANSS
2018-06-20,18.91,43.4,91.86,73.37,99.05,83.24,99.99,,116.93,93.89,73.43,228.58,126.71,316.93,,252.81,336.93,64.11,11.87,1750.08,208.8,44.5,239.16,184.76,75.03,233.52,54.75,168.08,66.9,190.28,38.45,93.27,125.52,110.72,38.87,147.5,187.17,48.58,113.65,100.03,162.56,163.0,35.59,15.45,51.98,145.23,60.2,54.48,35.25,182.73
2018-06-21,18.92,42.15,91.91,73.03,98.12,82.09,99.22,,115.73,94.13,72.49,224.64,124.94,313.18,,251.89,329.04,63.95,11.71,1730.22,206.54,43.46,234.54,180.27,75.45,234.61,55.05,169.48,67.47,189.46,38.28,107.06,124.67,111.18,38.63,146.46,187.58,48.99,113.42,98.86,160.53,161.17,35.67,15.61,52.06,143.15,59.57,54.37,34.33,181.9
2018-06-22,18.53,42.57,92.67,73.42,100.35,83.33,96.83,,116.21,93.6,74.03,227.43,125.38,312.1,,254.37,331.97,64.31,11.65,1715.67,208.75,43.55,230.34,176.7,75.76,235.38,55.69,172.85,67.35,188.63,38.55,108.87,124.6,112.04,38.31,148.88,189.13,47.96,113.7,98.55,164.55,161.46,36.27,15.35,51.61,143.7,59.91,53.94,33.99,179.32
2018-06-25,18.35,42.35,94.2,72.29,98.05,81.35,92.73,,113.11,91.87,71.73,224.96,125.11,305.61,,250.71,327.11,64.14,11.5,1663.15,204.93,43.35,224.56,171.39,77.42,234.44,56.09,171.46,69.03,185.58,38.94,107.3,123.64,113.14,38.11,146.07,187.51,46.71,110.2,97.38,159.81,158.25,36.64,15.2,51.71,144.12,58.3,53.96,34.36,177.15
2018-06-26,18.18,42.19,94.04,71.39,105.66,82.68,93.39,,112.39,91.65,66.73,222.36,124.57,306.48,,249.77,327.23,64.02,11.52,1691.09,205.16,43.19,222.83,170.85,77.48,234.61,55.77,172.4,69.3,186.59,38.23,107.84,123.2,112.05,38.29,144.93,183.23,46.67,109.57,97.8,160.91,157.03,37.06,15.05,51.43,144.29,56.28,53.43,34.16,177.27
2018-06-27,17.86,41.85,93.93,70.1,107.35,83.77,91.21,,110.3,91.12,65.46,219.77,125.2,305.38,,248.17,336.61,64.41,11.42,1660.51,203.38,42.6,217.93,167.97,77.9,233.03,56.08,170.92,69.85,184.35,35.45,105.87,123.12,110.36,37.45,144.66,179.39,45.25,108.38,96.01,157.42,146.13,36.8,14.88,50.69,143.82,55.17,53.28,33.53,171.69
2018-06-28,17.99,41.74,94.18,70.16,106.35,83.4,93.54,,111.22,91.55,65.76,221.08,126.66,307.56,,244.9,341.82,65.15,11.28,1701.45,205.61,42.43,220.68,172.41,77.94,235.59,57.44,171.21,69.34,185.56,35.83,108.0,123.7,110.22,36.33,135.8,179.5,45.29,105.88,96.56,156.32,147.13,37.24,14.89,50.65,144.76,56.01,53.63,33.29,172.93
2018-06-29,17.78,42.08,93.06,70.41,104.66,83.68,93.81,,112.26,91.27,67.0,223.33,127.02,308.4,,245.34,344.99,65.69,11.07,1699.8,207.14,42.45,222.1,172.47,77.98,239.07,56.95,170.19,69.25,185.07,35.73,107.06,123.96,109.94,36.14,133.4,179.53,46.19,106.23,96.65,156.69,147.95,37.21,14.76,50.44,144.54,56.56,55.44,33.45,174.18
2018-07-02,17.89,41.96,92.23,71.15,102.82,82.52,93.9,,112.11,91.67,68.62,222.4,126.81,306.3,,247.48,351.14,64.52,11.1,1713.78,205.57,42.39,226.28,177.6,78.34,236.22,56.87,169.68,70.05,188.65,35.03,109.51,123.56,110.21,36.63,134.88,180.78,45.68,105.88,97.06,156.87,148.22,36.59,14.83,51.16,145.97,56.84,56.32,33.32,176.0
2018-07-03,17.56,42.34,92.77,70.54,102.82,83.86,94.03,,113.24,90.14,68.28,225.33,127.58,297.76,,246.98,353.86,65.05,10.99,1693.96,205.88,42.45,225.76,177.19,78.46,236.22,58.02,171.15,70.5,187.08,34.64,108.67,122.95,110.06,35.96,134.57,179.91,44.8,105.76,95.46,156.48,147.44,36.82,14.72,50.48,145.76,57.34,55.56,33.63,173.34
2018-07-05,17.46,42.46,95.16,70.58,103.28,84.19,94.75,,114.14,90.33,69.29,226.0,128.25,297.89,,250.5,360.95,65.98,11.05,1699.73,207.35,42.54,224.78,179.43,78.99,238.7,58.8,172.5,71.13,189.4,35.92,110.19,124.5,110.81,36.28,136.04,180.79,45.44,106.29,99.66,157.32,148.31,37.07,14.75,50.8,143.97,57.16,55.24,34.22,175.38
2018-07-06,17.59,42.28,95.55,70.44,106.51,84.25,96.21,,115.78,90.11,70.83,227.5,129.19,298.93,,250.76,369.59,66.2,11.06,1710.63,207.2,42.73,227.37,182.16,79.5,240.02,59.12,172.99,71.56,191.27,35.73,111.08,125.21,110.49,36.63,137.88,181.34,46.13,106.03,100.13,159.42,150.41,37.15,14.87,51.21,144.3,58.01,55.89,34.64,177.71
2018-07-09,18.07,43.28,93.92,72.02,107.28,85.25,97.07,,116.1,91.18,71.62,227.41,132.09,305.6,,253.67,371.31,65.8,11.2,1739.02,211.83,42.83,231.41,184.85,76.86,238.68,58.38,172.14,68.87,192.91,36.44,110.43,125.73,110.77,37.11,138.27,182.13,46.52,108.59,100.43,159.94,152.58,37.15,15.21,52.58,145.95,58.75,56.77,34.96,177.15
2018-07-10,17.88,43.52,93.81,71.58,108.97,85.7,97.01,,116.79,90.76,70.18,226.0,133.51,305.28,,255.54,366.27,65.83,11.25,1743.07,214.16,42.89,231.05,185.6,77.86,240.62,58.67,172.83,69.78,193.29,36.62,109.8,128.94,112.99,36.67,138.52,184.5,46.74,108.51,101.64,160.62,152.8,37.33,14.98,52.32,146.44,58.71,56.62,34.87,176.46
2018-07-11,17.69,42.61,94.04,71.24,107.58,83.93,97.05,,115.51,91.38,70.28,226.23,131.85,310.43,,254.59,365.21,65.4,11.07,1755.0,209.67,42.77,231.3,187.18,79.03,242.61,58.39,171.13,70.75,193.56,36.54,110.46,127.77,113.58,36.15,134.7,184.46,45.2,107.33,98.55,158.62,152.12,37.52,14.83,51.87,144.77,58.32,56.07,34.16,176.69
2018-07-12,17.52,42.85,93.66,70.98,107.58,84.56,99.61,,116.96,93.37,71.14,225.69,132.52,309.21,,256.05,366.43,65.67,11.05,1796.62,212.07,42.48,236.89,194.66,79.22,242.69,58.4,171.65,70.38,195.06,36.06,111.39,128.16,113.9,36.22,135.98,186.0,45.68,108.53,99.82,159.12,153.32,37.56,14.75,51.55,147.54,58.88,56.03,34.74,180.15
2018-07-13,17.21,43.52,93.99,69.89,106.81,83.64,98.84,,117.31,93.11,70.19,226.82,132.14,310.48,,258.7,367.64,65.53,10.98,1813.03,211.2,42.77,235.84,191.06,79.46,239.62,58.21,171.69,70.35,195.71,36.07,112.09,128.26,114.95,36.58,136.59,187.21,46.13,108.97,99.6,158.51,153.11,37.58,14.65,50.93,148.89,59.31,55.36,35.12,179.72
2018-07-16,17.51,43.07,92.75,70.56,106.89,82.53,98.15,,117.66,93.89,70.11,224.92,133.37,302.92,,256.98,364.75,65.04,10.85,1822.49,208.8,42.49,236.14,189.08,79.2,236.14,58.29,170.66,70.42,192.5,35.69,111.28,127.38,114.38,36.4,135.58,186.44,46.31,110.65,99.76,158.78,151.55,37.17,14.9,51.64,149.57,58.43,56.99,34.76,178.79
2018-07-17,17.64,43.16,93.56,71.1,105.28,82.69,98.9,,119.95,94.45,70.23,225.35,133.38,304.96,,250.29,365.43,63.42,10.86,1843.93,211.04,42.73,237.49,191.2,78.96,232.74,57.92,170.48,70.44,194.26,36.11,110.38,128.99,114.06,36.37,134.58,184.85,47.3,111.07,101.69,159.75,152.47,36.72,14.92,52.0,151.64,59.16,56.56,35.31,180.64
2018-07-18,18.06,43.78,91.41,72.09,105.74,82.96,98.51,,120.42,95.59,70.37,225.79,135.0,338.99,,255.42,365.98,62.97,10.87,1842.92,211.43,42.92,237.74,192.01,78.54,231.58,57.33,170.72,70.24,192.53,35.69,112.15,128.23,113.53,35.92,134.34,185.91,48.28,112.16,102.03,157.93,152.18,36.46,15.05,52.98,152.15,59.32,56.57,35.42,180.88
2018-07-19,17.62,43.72,92.23,71.51,105.58,82.98,97.03,,122.12,95.0,70.11,225.87,133.11,341.45,,252.93,367.74,63.5,10.82,1812.97,216.08,43.01,238.44,190.04,78.78,232.54,58.06,173.96,70.64,193.68,36.28,111.81,129.9,114.99,35.64,133.81,186.99,46.67,112.84,102.48,157.41,153.89,37.1,15.0,50.52,150.53,59.13,56.33,35.85,180.35
2018-07-20,17.82,43.89,91.92,72.06,100.89,83.08,96.54,,124.27,95.0,69.2,224.22,133.23,340.25,,252.7,367.11,62.44,10.56,1813.7,216.85,42.61,238.45,191.08,78.05,229.35,58.25,170.5,70.41,203.57,36.15,110.46,128.94,114.46,35.53,132.9,186.94,46.76,112.07,96.99,157.97,156.42,37.25,15.1,49.94,150.9,58.98,56.41,36.14,178.92
2018-07-23,18.27,43.85,91.04,73.13,99.89,82.45,97.14,,124.63,95.51,68.96,223.68,133.94,342.63,,252.74,366.21,62.57,10.47,1802.0,218.48,42.17,240.73,190.5,77.46,229.65,57.98,170.38,69.44,205.12,35.9,110.96,127.21,114.89,35.68,132.63,188.27,46.43,112.71,96.44,158.75,158.9,37.17,15.37,50.75,150.18,58.26,58.0,35.56,177.63
2018-07-24,18.27,44.18,92.06,73.11,100.89,83.46,95.79,,123.82,95.23,68.99,224.2,134.56,337.15,,253.76,372.77,62.36,10.57,1829.24,221.4,42.26,236.92,184.91,77.61,229.72,57.7,169.8,69.06,206.99,35.6,108.3,128.47,105.42,36.29,131.98,184.48,45.91,112.44,94.47,157.94,162.49,37.31,15.29,50.85,150.98,57.37,58.35,35.52,175.26
2018-07-25,18.29,41.91,92.83,72.74,100.82,84.33,99.27,,123.3,94.11,70.1,222.95,135.62,343.19,,254.86,374.49,63.76,10.52,1863.61,229.28,42.11,238.34,183.86,77.39,232.74,58.18,171.13,69.38,209.25,36.22,107.05,129.14,107.66,36.58,133.35,179.66,45.96,120.2,94.82,158.89,165.64,36.15,15.1,50.68,151.36,58.33,58.23,35.46,177.51
2018-07-26,18.39,43.25,99.66,71.94,101.12,84.16,98.83,,124.64,94.06,69.91,206.85,137.26,340.54,,257.0,373.59,65.14,9.89,1808.0,234.0,42.8,237.84,192.32,78.3,233.5,57.32,170.92,71.04,208.79,37.09,107.01,131.27,107.34,36.1,127.06,174.54,47.17,118.87,95.47,156.14,166.61,36.67,15.31,51.06,153.25,58.12,58.31,35.72,176.99
2018-07-27,18.56,43.26,96.99,73.16,100.43,83.47,95.09,,122.26,95.68,68.64,205.7,137.89,339.33,,255.95,367.6,65.0,9.93,1817.27,231.1,43.83,231.41,183.95,78.55,233.29,55.1,168.58,71.14,205.03,37.29,106.78,131.22,106.72,36.22,123.89,173.98,48.3,118.66,95.2,157.48,162.43,36.65,15.51,51.32,153.88,56.94,58.63,36.06,174.16
2018-07-30,18.82,43.37,97.8,71.9,101.2,83.31,91.37,,120.98,92.51,68.58,201.7,139.85,336.47,,253.84,371.51,65.0,10.07,1779.22,230.72,43.92,224.17,178.81,78.16,233.8,55.42,171.86,70.4,202.73,36.51,106.42,130.35,107.02,36.66,125.9,172.59,47.91,118.71,94.43,158.64,157.39,35.73,15.49,51.44,150.39,56.21,58.49,36.46,168.5
2018-07-31,18.61,44.65,98.21,71.41,104.81,83.93,91.91,,124.3,91.4,66.54,199.42,139.72,346.56,,253.22,368.01,65.62,10.04,1777.44,234.53,44.07,224.99,175.96,78.93,240.45,56.38,176.21,71.14,204.48,36.71,106.94,132.76,107.72,37.31,125.6,175.34,48.63,119.89,94.58,157.54,160.64,35.97,15.44,50.81,164.95,57.39,57.29,37.51,168.88
2018-08-01,18.83,43.2,96.53,71.51,101.82,82.64,92.52,,124.77,91.39,65.59,201.65,138.45,341.97,,253.37,371.03,66.11,9.9,1797.17,233.91,43.62,226.78,177.94,77.78,240.89,56.81,177.75,70.3,205.97,36.36,106.53,132.38,106.94,37.5,124.79,174.86,47.97,119.36,94.64,156.92,164.65,35.93,15.49,51.11,163.93,57.57,57.65,37.68,170.35
2018-08-02,19.07,43.34,97.54,71.85,101.28,82.24,93.2,,126.89,91.75,64.45,204.76,137.64,341.01,,256.08,397.0,65.85,9.92,1834.33,233.17,42.93,228.05,182.84,78.19,234.18,56.49,176.26,70.49,208.18,36.86,108.77,132.17,108.52,36.52,123.99,176.49,48.11,118.6,95.62,155.41,166.23,36.53,15.72,51.32,163.44,57.8,58.29,37.81,173.15
2018-08-03,19.14,43.96,99.16,73.34,101.05,82.29,92.5,,127.73,91.49,63.04,206.96,138.81,339.0,,257.22,394.88,66.81,10.04,1823.29,233.32,43.39,226.69,180.88,79.11,242.41,58.0,178.27,71.18,206.92,37.6,108.88,134.2,108.84,38.45,126.21,178.91,48.84,119.15,95.61,156.21,166.34,37.02,15.73,51.6,162.38,57.43,58.83,37.94,173.27
2018-08-06,19.12,43.92,100.07,73.14,100.74,82.3,92.78,,127.54,91.94,61.75,207.3,138.7,344.8,,256.76,390.05,66.48,10.03,1847.75,235.09,43.19,231.53,184.66,78.93,242.77,58.01,177.09,71.27,210.19,37.46,110.89,134.1,108.38,37.73,126.75,179.35,49.48,119.54,95.09,156.72,168.85,37.06,15.79,51.42,162.64,58.51,58.89,37.69,175.66
2018-08-07,19.31,44.1,98.58,74.8,101.2,81.94,93.02,,128.42,93.35,63.01,208.54,138.65,349.27,,257.65,391.42,65.66,10.08,1862.48,235.5,41.0,233.53,185.74,78.52,243.31,58.4,176.48,71.24,211.23,36.91,109.98,134.23,108.84,38.54,126.75,180.12,49.63,120.01,96.07,156.04,180.14,37.23,15.87,51.71,164.13,59.16,58.82,37.86,172.78
2018-08-08,19.37,43.85,97.69,75.5,100.35,81.2,93.43,,124.18,92.96,63.61,205.44,137.48,352.54,,258.81,374.27,65.7,10.05,1886.52,234.58,41.29,234.18,186.13,78.51,239.25,57.9,176.28,70.93,210.8,36.63,109.88,134.26,108.07,39.23,124.06,179.83,50.18,120.58,95.42,158.92,177.32,37.02,16.08,52.01,164.48,59.37,59.19,37.32,172.87
2018-08-09,19.28,43.68,97.34,75.67,99.51,77.79,93.7,,121.76,92.82,64.38,203.52,137.08,351.66,,261.59,372.14,65.37,9.91,1898.52,233.24,41.46,233.49,188.34,78.95,239.54,57.8,176.7,70.98,211.4,36.78,109.42,134.45,108.4,36.61,123.88,179.94,49.16,120.87,94.33,159.3,178.28,37.12,15.93,51.2,164.57,60.0,58.44,37.33,172.01
2018-08-10,19.13,43.28,97.7,74.52,98.2,78.78,94.3,,120.59,92.12,64.44,200.13,135.89,351.3,,260.36,368.78,64.57,9.74,1886.3,231.42,39.76,233.3,187.47,78.67,236.62,56.96,174.38,70.85,210.99,36.65,109.47,132.41,108.53,37.21,123.14,179.59,48.13,119.27,93.09,158.68,178.68,37.09,15.84,50.75,163.26,60.23,58.05,36.9,171.53
2018-08-13,18.95,42.63,98.06,74.33,95.74,78.14,92.97,,119.93,92.0,64.87,201.0,134.98,353.16,,260.91,366.45,64.43,9.46,1896.2,230.7,39.63,231.39,185.02,79.05,236.13,56.98,174.79,70.94,209.68,36.56,109.33,131.25,108.42,37.54,126.03,179.77,48.25,118.16,93.81,158.14,177.7,37.03,15.71,50.51,162.55,59.3,57.61,36.65,171.03
2018-08-14,19.2,42.5,98.61,75.71,94.97,79.66,94.46,,120.14,92.56,66.45,202.75,133.11,361.4,,263.48,366.23,64.05,9.5,1919.65,231.61,39.87,234.22,184.49,78.52,236.8,57.47,175.59,71.02,210.28,36.87,111.16,131.3,108.65,38.52,126.68,180.59,48.38,118.98,92.72,160.6,180.14,37.24,15.93,51.85,164.9,59.51,58.07,36.99,173.52
2018-08-15,19.07,41.96,100.44,75.4,93.97,76.93,92.1,,118.84,92.1,66.87,203.03,132.68,357.89,,260.61,361.87,64.51,9.45,1882.62,229.0,39.72,232.09,182.73,79.79,239.7,58.74,177.14,71.77,211.41,37.06,112.34,131.16,108.37,37.82,126.42,179.21,47.51,120.05,91.61,159.88,179.98,37.58,15.91,51.33,162.8,60.06,57.99,37.55,171.39
2018-08-16,19.4,42.15,100.5,77.3,94.59,78.02,91.91,,120.59,92.69,67.85,202.51,134.41,359.95,,263.1,371.78,65.65,9.51,1886.52,230.79,39.05,234.4,182.03,80.71,240.99,58.9,176.79,72.34,211.93,37.18,112.88,131.62,109.54,37.85,127.09,178.88,47.43,121.11,91.41,161.73,179.72,37.83,16.0,52.2,163.86,60.82,58.66,37.62,172.11
2018-08-17,19.49,42.8,101.48,77.92,94.59,78.55,92.31,,121.13,93.04,68.8,203.0,134.04,357.73,,262.33,374.26,67.43,9.55,1882.22,230.0,38.95,234.51,180.83,81.17,243.34,59.67,178.48,72.5,212.78,37.48,113.85,132.16,111.44,38.15,129.38,182.19,43.77,121.8,91.85,161.15,180.5,38.64,16.1,52.43,164.66,60.98,58.86,38.25,172.25
2018-08-20,19.48,43.27,102.44,78.52,94.59,79.01,92.07,,119.64,93.16,69.05,202.96,134.85,366.54,,262.4,374.8,67.75,9.72,1876.71,230.14,38.83,234.79,181.36,80.3,243.0,59.41,181.37,72.18,212.87,37.51,114.36,133.7,111.34,38.41,130.65,179.02,43.53,122.55,90.98,161.68,181.29,39.04,16.11,52.29,165.21,61.67,59.03,38.74,172.53
2018-08-21,19.54,43.52,101.09,79.24,97.12,78.89,93.99,,120.17,92.53,69.62,204.22,135.03,369.15,,261.69,378.56,65.75,9.86,1883.42,231.43,39.38,236.36,182.1,79.62,241.23,59.16,180.21,71.65,211.94,37.52,114.0,133.1,110.63,38.75,130.39,177.58,43.76,123.01,92.69,161.04,184.87,38.46,16.21,52.71,166.15,62.47,58.96,40.01,173.95
2018-08-22,19.53,42.9,100.2,78.88,95.89,79.33,95.16,,120.51,92.86,69.48,205.83,133.13,367.6,,260.74,380.17,65.16,9.69,1904.9,234.09,39.32,237.1,182.41,78.93,241.69,59.2,179.38,70.74,212.42,37.22,113.76,131.6,110.71,38.57,129.72,176.58,42.99,121.87,92.73,160.55,184.83,38.51,16.21,52.69,163.7,63.0,59.17,39.61,175.08
2018-08-23,19.34,42.66,98.99,77.91,96.43,78.98,95.65,,121.96,93.31,69.18,203.37,133.33,367.51,,261.42,379.19,64.53,9.63,1902.9,234.19,38.91,237.27,184.85,79.02,242.17,59.21,180.43,71.36,212.39,36.71,114.31,130.83,110.8,37.86,129.36,175.92,42.79,121.71,92.31,159.05,187.94,37.33,16.18,52.01,162.08,62.99,58.62,39.14,175.68
2018-08-24,19.26,42.88,99.77,78.27,96.13,79.34,97.2,,121.51,94.73,70.08,205.77,135.12,365.15,,264.28,376.33,66.09,9.68,1905.39,234.71,38.96,242.15,193.56,79.45,244.14,58.72,180.92,71.55,212.63,36.85,114.33,131.71,110.51,38.69,129.67,174.7,42.73,122.74,92.99,159.38,188.25,37.96,16.21,51.71,163.23,62.73,58.69,39.21,178.1
2018-08-27,19.44,43.4,99.29,79.06,98.2,80.21,97.75,,122.03,95.02,72.36,208.28,136.51,363.89,,267.08,388.44,65.96,9.99,1927.68,237.92,39.85,242.38,193.25,78.92,244.38,58.68,180.07,71.16,212.04,36.48,113.88,131.23,110.39,38.88,130.32,174.18,43.75,123.85,93.62,160.48,187.53,37.94,16.27,52.25,164.48,63.79,59.1,39.72,180.27
2018-08-28,19.47,43.45,98.76,78.5,98.12,80.11,97.62,,121.77,95.1,73.85,205.85,136.36,360.75,,268.51,390.05,67.34,10.01,1932.82,237.96,40.08,243.35,194.26,78.45,246.79,59.69,182.44,71.11,213.09,36.33,114.98,130.4,110.57,39.19,130.0,174.24,43.4,122.75,93.58,161.64,188.34,37.91,16.27,52.12,164.66,64.07,59.07,38.93,184.1
2018-08-29,19.52,43.73,99.61,78.52,99.74,80.23,98.63,,121.77,94.85,74.08,206.94,136.39,362.29,,269.0,406.62,67.21,9.97,1998.1,239.73,40.74,245.24,200.23,79.21,247.29,59.82,181.56,71.7,214.27,36.66,114.88,130.27,110.85,39.27,130.0,173.94,43.1,123.47,93.02,163.11,191.72,38.42,16.31,52.0,164.66,64.12,58.96,38.42,185.62
2018-08-30,19.35,43.36,99.92,77.85,98.2,80.13,98.7,,121.56,94.5,73.65,203.87,135.15,354.41,,268.39,408.51,66.88,9.7,2002.38,239.19,40.28,245.43,198.45,79.39,245.29,59.59,181.45,71.81,213.31,36.5,115.62,129.88,110.13,39.33,129.98,172.86,43.14,122.85,91.49,162.8,191.34,38.55,16.26,51.53,162.47,64.39,58.46,37.65,185.37
2018-08-31,19.46,43.48,100.52,78.12,99.51,79.87,99.94,,123.51,95.44,73.91,198.72,135.24,354.07,,268.46,406.75,67.18,9.48,2012.71,239.1,40.11,246.95,196.36,78.93,246.28,59.87,183.03,71.73,213.37,36.75,116.04,130.29,109.98,39.13,128.75,172.87,43.02,122.88,91.3,162.23,192.17,39.15,16.21,51.66,162.51,64.31,58.48,37.77,185.98
2018-09-04,19.64,42.9,101.5,78.58,97.43,79.27,100.78,,124.71,96.74,73.84,198.71,136.2,355.87,,268.51,403.93,66.23,9.47,2039.51,236.05,39.52,250.8,200.26,79.56,243.89,59.25,181.83,72.26,215.54,36.12,117.27,129.59,109.33,39.16,123.9,169.15,42.62,124.34,90.0,161.72,191.08,39.98,16.4,52.14,162.37,64.9,58.8,37.77,187.32
2018-09-05,19.93,43.47,102.87,78.53,96.59,79.14,96.77,,124.28,94.5,74.23,199.6,137.28,355.62,,267.64,406.94,67.24,9.49,1994.82,236.37,40.46,246.19,190.76,80.69,245.17,59.94,182.41,73.24,214.63,36.1,118.87,127.72,109.45,39.48,123.43,168.9,42.5,124.66,89.75,163.24,189.2,40.34,16.4,52.32,162.68,64.68,58.95,38.27,184.31
2018-09-06,19.58,43.48,104.24,77.73,96.2,77.57,98.09,,125.5,93.08,72.21,198.3,137.34,353.14,,269.65,397.93,67.18,9.43,1958.31,235.73,40.5,248.33,193.18,81.35,246.31,60.12,184.52,73.33,216.4,36.25,118.81,129.88,109.77,38.93,125.5,169.71,40.27,123.7,88.66,163.74,190.53,41.28,16.34,52.25,161.52,65.1,57.93,38.83,185.17
2018-09-07,19.61,43.09,103.64,77.46,95.36,76.65,98.9,,126.32,93.15,69.17,196.26,136.61,349.29,,268.28,395.42,66.0,9.27,1952.07,235.96,40.25,246.09,196.98,80.08,246.14,58.85,181.69,72.68,216.23,36.33,119.16,127.06,109.35,38.24,129.74,167.67,39.85,122.99,87.48,163.9,191.36,41.29,16.25,51.98,160.18,65.53,57.4,38.3,185.45
2018-09-10,19.54,43.58,104.41,78.13,96.2,76.88,100.33,,126.7,93.4,68.4,190.54,135.46,352.19,,259.73,395.04,66.54,9.38,1939.01,237.19,40.58,247.44,199.01,80.54,249.3,59.28,182.09,73.4,214.44,36.62,118.68,128.65,108.72,37.99,130.36,168.89,39.6,124.34,87.16,165.07,195.54,41.52,16.14,51.76,161.18,65.91,57.46,38.4,185.57
2018-09-11,19.65,42.78,104.24,78.88,94.82,77.12,102.87,,127.92,93.76,66.82,192.5,135.56,359.38,,261.04,393.77,66.39,9.31,1987.15,236.43,40.56,249.93,199.5,80.2,250.24,59.1,184.3,72.98,215.19,36.95,119.38,127.31,108.36,37.64,130.08,170.79,39.18,123.07,85.83,164.62,195.72,41.6,16.25,51.87,161.32,66.45,57.38,37.6,186.79
2018-09-12,19.15,42.89,106.02,77.57,96.97,75.74,104.89,,129.11,91.52,66.51,192.01,134.66,354.06,,262.67,388.88,66.43,9.34,1990.0,239.05,40.82,250.29,202.77,80.15,248.0,58.91,184.94,72.51,212.91,37.59,118.74,131.15,107.9,37.71,130.29,171.98,38.39,123.3,84.37,164.74,195.97,42.03,15.87,50.67,161.68,66.24,55.94,37.57,187.5
2018-09-13,18.87,43.2,106.6,77.1,97.74,76.64,105.78,,130.95,91.85,67.48,193.13,136.27,354.04,,265.49,397.71,67.59,9.37,1989.87,244.0,41.23,247.93,204.58,80.75,248.28,59.01,185.23,72.97,213.37,37.98,118.85,137.23,108.17,38.04,129.61,172.53,38.89,119.7,87.21,162.4,197.44,42.18,15.77,49.96,163.47,66.03,55.0,37.94,188.5
2018-09-14,18.97,44.07,105.97,77.84,97.51,77.58,105.67,,132.28,90.73,68.09,194.0,138.11,355.61,,265.31,392.17,67.23,9.45,1970.19,241.98,41.6,249.27,202.97,80.29,246.31,57.86,182.5,72.6,214.48,38.25,119.05,136.5,108.19,37.48,128.56,172.98,39.1,120.39,87.73,160.84,199.81,41.9,15.66,50.21,164.72,64.83,54.73,38.0,189.51
2018-09-17,18.98,44.36,103.77,77.56,97.66,77.6,101.29,,129.19,89.12,67.02,193.09,138.34,351.63,,263.87,386.49,67.52,9.55,1908.03,238.46,41.99,240.17,192.82,80.35,246.25,58.38,183.46,72.8,212.47,38.19,117.98,136.49,107.63,37.21,131.78,171.31,38.7,119.09,86.22,158.14,196.85,41.05,15.65,50.24,166.45,63.73,54.31,37.25,183.85
2018-09-18,18.91,45.31,103.44,78.29,97.36,78.88,103.68,,129.94,90.09,67.82,195.33,138.64,353.67,,263.29,388.33,66.73,9.58,1941.05,239.1,42.15,242.73,191.88,80.08,245.41,57.59,181.42,72.43,214.88,37.75,118.9,138.25,107.22,37.81,133.08,171.32,39.19,118.24,86.81,157.77,197.35,40.58,15.49,50.06,168.03,64.17,54.5,37.11,184.83
2018-09-19,19.16,45.09,102.66,78.76,98.89,79.38,102.31,,127.85,89.97,67.25,196.1,140.12,351.3,,265.33,383.7,65.95,9.78,1926.42,241.06,41.8,239.7,186.0,78.32,243.9,57.06,179.81,70.98,210.82,37.02,117.89,137.51,107.53,38.24,134.27,171.01,39.04,118.25,88.86,159.18,198.6,39.66,15.72,50.97,165.52,55.58,55.22,37.0,184.27
2018-09-20,19.49,44.77,103.45,79.35,95.82,79.23,103.06,,128.92,89.85,68.28,195.49,140.0,355.02,,266.39,387.25,67.36,9.81,1944.3,242.5,42.11,242.1,187.35,78.44,245.36,56.97,180.11,71.08,211.69,37.18,116.45,139.91,107.93,38.73,135.85,172.17,39.39,119.12,91.61,160.79,198.98,39.86,15.98,51.57,162.66,56.13,55.55,37.37,183.75
2018-09-21,19.44,44.88,103.9,79.99,93.59,79.6,103.06,,128.41,90.55,66.59,192.18,139.86,356.09,,266.67,390.28,67.49,9.85,1915.01,243.49,41.74,241.35,189.69,77.89,247.24,56.19,180.48,71.4,211.7,37.45,112.89,140.46,107.61,38.99,134.95,172.08,39.63,118.49,92.17,165.3,195.92,40.01,15.95,51.44,164.28,52.58,54.99,36.96,182.48
2018-09-24,19.29,43.84,102.19,78.82,90.28,80.75,103.45,,128.75,89.89,66.48,190.84,137.08,352.57,,267.36,390.19,66.32,9.59,1934.36,242.15,41.58,245.86,193.12,76.61,240.77,54.63,176.67,70.64,211.11,36.77,113.28,138.66,107.59,38.19,132.64,169.51,39.1,117.33,93.18,163.31,200.23,39.85,15.77,50.68,162.26,51.42,54.26,36.24,183.37
2018-09-25,19.25,43.72,102.29,78.6,86.67,81.31,104.97,,131.69,87.68,65.86,189.35,135.42,354.97,,263.51,390.05,66.38,9.39,1974.55,243.09,39.99,244.17,197.61,75.7,243.14,54.32,176.99,69.81,212.96,36.2,113.08,137.04,107.59,37.62,131.72,170.54,38.58,116.26,91.73,166.41,201.94,39.59,15.67,50.31,164.81,51.52,54.23,35.78,184.99
